Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
11/27/2020 08:00:00 AM,11/27/2020 08:30:00 AM,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,bike path north of Oceanbreeze Fishing Pier- Father Capodanno Blvd and Seaview Ave,White-tailed Deer,Employee,Native,Injured,3,Adult,Deer,,Relocated/Condition Corrected,1,false,false,,,false,false,
11/25/2020 04:45:00 PM,11/25/2020 04:52:00 PM,Queens,Astoria Park,At the base of the Hell Gate Bridge,Raccoon,Employee,Native,Unhealthy,1.25,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
11/25/2020 08:20:00 AM,11/25/2020 08:30:00 AM,Bronx,Pelham Bay Park,Orchard Beach Boardwalk Section 9,Striped Skunk,Central,Native,Unhealthy,3,Adult,Small Mammals-RVS,311-04700382,ACC,1,false,false,,,false,false,107825
11/25/2020 10:30:00 AM,11/25/2020 10:30:00 AM,Manhattan,Inwood Hill Park,Salt Marsh / Peninsula,Double-crested Cormorant,Public,Native,Unhealthy,2,Juvenile,Birds,311-04699688,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/24/2020 02:00:00 PM,11/25/2020 02:30:00 PM,Brooklyn,Bushwick Playground,Building of Bushwick Pool,Cat,Employee,Domestic,Healthy,4,Juvenile,Domestic,,ACC,3,false,false,,,false,false,"107821, 107822, 107823"
11/24/2020 01:40:00 PM,11/24/2020 02:15:00 PM,Manhattan,Morningside Park,"40.806019, -73.958959 on path just east of Morningside Drive at W 116th St.",Raccoon,Employee,Native,DOA,1.5,Adult,Small Mammals-RVS,311-04692167,ACC,1,true,false,,,false,false,107776
11/24/2020 11:30:00 AM,11/24/2020 12:00:00 PM,Brooklyn,Brooklyn Bridge Park,Pier 4,Mute Swan,Central,Invasive,Injured,2.5,Juvenile,Birds,311-04691439,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/23/2020 11:20:00 AM,11/24/2020 01:05:00 PM,Queens,Flushing Meadows Corona Park,South of the Boathouse at Meadow Lake,Yellow-headed Blackbird,Employee,Exotic,Healthy,3,Adult,Birds,,Monitored Animal,1,false,false,,1,false,false,
11/20/2020 11:40:00 AM,11/24/2020 11:18:00 AM,Staten Island,Willowbrook Park,Willowbrook Lake,Domestic Duck,Observed by Ranger,Domestic,Healthy,0.5,Adult,Birds,,Monitored Animal,4,false,false,,,false,false,
11/23/2020 11:20:00 AM,11/23/2020 11:22:00 AM,Queens,Flushing Meadows Corona Park,South of the boathouse at Meadow Lake,Yellow-headed Blackbird,Employee,Exotic,Healthy,3.5,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
11/23/2020 10:30:00 AM,11/23/2020 10:45:00 AM,Manhattan,Fort Tryon Park,New Leaf Comfort Station,Raccoon,Public,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
11/21/2020 01:30:00 PM,11/21/2020 01:30:00 PM,Brooklyn,Marine Park,In the water at Marine Park,Brant Goose,Observed by Ranger,Native,Injured,3.5,Adult,Birds,311-04665261,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/20/2020 01:00:00 PM,11/20/2020 01:30:00 PM,Bronx,Pelham Bay Park,Within Turtle Cove Driving Range,Canada Goose,Employee,Native,Injured,2.5,Adult,Birds,311-04662001,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/20/2020 11:40:00 AM,11/20/2020 11:40:00 AM,Staten Island,Willowbrook Park,Willowbrook Lake,Domestic Duck,Observed by Ranger,Domestic,Healthy,1.5,Adult,Birds,311-04653221,ACC,1,false,false,,,false,false,107494
11/19/2020 12:15:00 PM,11/19/2020 12:50:00 PM,Brooklyn,Shore Park and Parkway,On Bike Path near the entrance of Knapp Street and Emmons Street,Mute Swan,Public,Invasive,Unhealthy,3.5,Adult,Birds,311-04645241,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/19/2020 07:45:00 AM,11/19/2020 08:30:00 AM,Brooklyn,Bartlett Playground,park perimeter,Common Snapping Turtle,Central,Native,N/A,0.5,Juvenile,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
11/17/2020 10:00:00 AM,11/17/2020 10:36:00 AM,Staten Island,Snug Harbor Cultural Center,Snug Harbor Wetlands,Great Blue Heron,Public,Native,Healthy,0.75,Adult,Birds,,Monitored Animal,1,false,true,,0.5,false,false,
11/17/2020 09:26:00 AM,11/17/2020 09:30:00 AM,Staten Island,Clove Lakes Park,Ice Skating Rink- Victory Blvd and cypress st,White-tailed Deer,Employee,Native,N/A,1.25,Adult,Deer,,Unfounded,0,false,false,,,false,false,
11/17/2020 09:30:00 AM,11/17/2020 09:40:00 AM,Bronx,Bronx Park,Rosewood Playground,Red-tailed Hawk,Central,Native,Healthy,0.75,Adult,Raptors,311-04620632,Relocated/Condition Corrected,1,false,true,,0.25,false,false,
11/17/2020 07:45:00 AM,11/17/2020 08:00:00 AM,Queens,Crocheron Park,Across from Golden Pond,Pig,Public,Domestic,Healthy,1,Infant,Domestic,,Unfounded,0,false,false,,,false,false,
11/16/2020 03:44:00 PM,11/16/2020 03:45:00 PM,Staten Island,Silver Lake Park,Forest Ave and Havenwood Rd,Wild Turkey,Observed by Ranger,Native,Healthy,0.25,Adult;#Juvenile,Birds,,Monitored Animal,18,false,false,,,false,false,
11/16/2020 06:45:00 PM,11/16/2020 07:15:00 PM,Staten Island,Clove Lakes Park,Victory Blvd and Cypress st,White-tailed Deer,Central,Native,N/A,1.25,Adult,Deer,,Unfounded,0,false,false,,,false,false,
11/15/2020 04:00:00 PM,11/15/2020 04:10:00 PM,Manhattan,Central Park,Arthur Ross Pinetum,Northern Saw-whet Owl,Public,Native,Injured,0.75,Adult,Raptors,311-04604478,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/16/2020 09:40:00 AM,11/16/2020 09:40:00 AM,Manhattan,Morningside Park,113th and Manhattan Ave,Red-tailed Hawk,Central,Native,Healthy,1,Adult,Raptors,,Advised/Educated others,1,false,true,,0.5,false,false,
11/14/2020 05:25:00 PM,11/14/2020 05:30:00 PM,Queens,Bowne Park,Eastern edge of Bowne Lake,Domestic Duck,Public,Domestic,Unhealthy,3,Juvenile,Birds,311-04595183,ACC,2,false,false,,,false,false,107167 and 107168
11/14/2020 12:40:00 PM,11/14/2020 01:00:00 PM,Brooklyn,Sheepshead Bay Piers,By 400 Shore Blvd.,Mute Swan,Public,Invasive,Unhealthy,3,Juvenile,Birds,311-04592948,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/13/2020 04:00:00 PM,11/13/2020 04:10:00 PM,Queens,Rockaway Beach and Boardwalk,Beach 92nd St,Tern (Unknown),Central,Native,Injured,2.5,Adult,Birds,311-04585110,ACC,1,false,false,,,false,false,
11/12/2020 12:20:00 PM,11/12/2020 12:20:00 PM,Bronx,Pelham Bay Park,Orchard Beach Maintenance & Operations Building,Red Fox,Central,Native,Healthy,1.25,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
11/11/2020 01:30:00 PM,11/11/2020 01:30:00 PM,Bronx,Van Cortlandt Park,Van Cortlandt Lake,Red-eared Slider,Observed by Ranger,Invasive,Healthy,0.25,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
11/10/2020 03:40:00 PM,11/11/2020 08:30:00 AM,Manhattan,Central Park,Harlem Meer,Canada Goose,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
11/11/2020 08:15:00 AM,11/11/2020 08:20:00 AM,Queens,Queensbridge Park,Baseball fields,Red-tailed Hawk,Employee,Native,DOA,1.25,Adult,Raptors,311-04565054,Submitted for DEC Testing,1,false,false,,,false,false,
11/10/2020 04:15:00 PM,11/10/2020 04:30:00 PM,Brooklyn,Cadman Plaza Park,N/A,Red-tailed Hawk,Central,Native,Injured,1,Adult,Raptors,,Unfounded,0,false,false,,,false,false,
11/10/2020 09:00:00 AM,11/10/2020 09:00:00 AM,Brooklyn,Grand Army Plaza,N/A,Dog,Employee,Domestic,N/A,2,Adult,Domestic,,Monitored Animal,1,false,true,,2,false,false,
11/10/2020 03:40:00 PM,11/10/2020 03:50:00 PM,Manhattan,Central Park,On the west side of Bird Island in the Harlem Meer,Canada Goose,"Conservancies/""Friends of"" Groups",Native,N/A,0.75,Adult,Birds,,Monitored Animal,1,false,true,,0.25,false,false,
11/07/2020 05:10:00 PM,11/07/2020 05:15:00 PM,Manhattan,Central Park,South side of the 59th street Pond along the walking path,Rock Dove,Employee,Native,Injured,0.75,Adult,Birds,311-04529009,Relocated/Condition Corrected,1,true,false,,,false,false,
11/07/2020 04:00:00 PM,11/07/2020 05:00:00 PM,Brooklyn,Prospect Park,3rd Street Playground,Raccoon,Central,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
11/07/2020 04:00:00 PM,11/07/2020 04:30:00 PM,Manhattan,Central Park,NE corner of Great Lawn,Tufted Titmouse,Central,Native,Injured,1,Adult,Birds,311-04529009,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/06/2020 04:30:00 PM,11/06/2020 04:30:00 PM,Manhattan,Riverside Park,79th St boat basin,Muscovy Duck,Public,Invasive,Healthy,0.5,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,
11/07/2020 11:10:00 AM,11/07/2020 11:10:00 AM,Staten Island,Clove Lakes Park,In the water by the Stonehouse Restaurant bridge,Eastern Red Bat,Observed by Ranger,Native,Healthy,0.75,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
11/06/2020 09:00:00 AM,11/06/2020 09:45:00 AM,Queens,Highland Park,Upper Highland west of picnic area,Chicken,Public,Domestic,Healthy,1,Adult,Domestic;#Birds,,Unfounded,0,false,false,,,false,false,
11/05/2020 01:15:00 AM,11/05/2020 12:00:00 AM,Staten Island,Clove Lakes Park,Martling Pond,Domestic Duck,Other,Domestic,Healthy,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
11/05/2020 02:14:00 PM,11/05/2020 02:30:00 PM,Staten Island,Greenstreet across 269 Cambridge Avenue,Crosstreets were Willow Road East and Cambridge Avenue,White-tailed Deer,Employee,Native,Injured,4,Adult,Deer,311-04510186,Relocated/Condition Corrected,1,false,false,,,false,true,
11/04/2020 09:45:00 AM,11/04/2020 10:30:00 AM,Manhattan,Fort Washington Park,Lawn by the Hudson River at the tennis/174th st bathrooms,Canada Goose,Public,Native,Unhealthy,1.5,Adult,Birds,311-04498139,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
11/04/2020 08:30:00 AM,11/04/2020 08:30:00 AM,Manhattan,Fort Tryon Park,"Dongan Lawn, Dongan Pl and Broadway Ave; (40.8632887, -73.9309398)",Groundhog,Public,Native,Unhealthy,1,Adult,Small Mammals-non RVS,311-04469161,ACC,1,false,true,,0.25,false,false,106422
11/04/2020 08:05:00 AM,11/04/2020 08:05:00 AM,Staten Island,Blue Heron Park,Blue Heron Nature Center,Pine Siskin,Observed by Ranger,Native,Injured,0.15,Adult,Birds,,Relocated/Condition Corrected,1,false,true,,0.15,false,false,
11/03/2020 04:23:00 PM,11/03/2020 04:24:00 PM,Queens,Rockaway Beach and Boardwalk,Beach 27th and Beach 28th St,Bird (Unknown),Central,N/A,Injured,1.75,Adult,Birds,,Unfounded,0,false,false,,,false,false,
11/03/2020 11:45:00 AM,11/03/2020 11:50:00 AM,Manhattan,Fort Tryon Park,Heather Garden,Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
11/01/2020 10:00:00 AM,11/03/2020 10:30:00 AM,Manhattan,Fort Tryon Park,Dongan Lawn,Groundhog,Public,Native,Unhealthy,0.75,Juvenile,Small Mammals-non RVS,311-04469161,Unfounded,0,false,false,,,false,false,
11/03/2020 11:20:00 AM,11/03/2020 11:30:00 AM,Manhattan,Central Park,Bird Island in the Harlem Meer,Double-crested Cormorant,"Conservancies/""Friends of"" Groups",Native,N/A,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
11/02/2020 12:30:00 PM,11/02/2020 12:30:00 PM,Manhattan,N/A,N/A,Rock Dove,Public,Native,N/A,0,Adult,Birds,311-0447-8604,Advised/Educated others,1,false,false,,,false,false,
10/30/2020 05:15:00 PM,10/30/2020 05:45:00 PM,Manhattan,Central Park,Rock Outcropping near 59th Street Pond,Tufted Titmouse,Public,Native,Healthy,0.5,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,
10/31/2020 12:15:00 PM,10/31/2020 12:40:00 PM,Staten Island,Wolfe's Pond Park,Wolfes Pond Park Beach,Herring Gull,Employee,Native,Injured,0.75,Adult,Birds,311-04458651,ACC,1,false,false,,,false,false,
10/30/2020 12:30:00 PM,10/30/2020 01:30:00 PM,Staten Island,Clove Lakes Park,Martling Pond,Domestic Duck,Other,Domestic,Healthy,1.25,Adult,Birds,,Monitored Animal,2,false,false,,,false,false,
10/02/2020 06:00:00 PM,10/02/2020 06:00:00 PM,Bronx,Pelham Bay Park,Woods across from Pelham Bay Nature Center,Cat,Public,Domestic,Healthy,0.45,Adult,Domestic,,Monitored Animal,2,false,false,,,false,false,
10/02/2020 05:00:00 PM,10/02/2020 05:00:00 PM,Bronx,Pelham Bay Park,Along path parallel to landfill,Red-tailed Hawk,Public,Native,N/A,1,Adult,Raptors,,Unfounded,0,false,false,,,false,false,
10/28/2020 04:10:00 PM,10/28/2020 04:10:00 PM,Queens,Flushing Meadows Corona Park,"under Van Wyck Expw, North of Meadow Lake",Raccoon,Public,Native,DOA,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/28/2020 12:00:00 PM,10/28/2020 12:00:00 PM,Staten Island,Blue Heron Park,Blue Heron Nature Center,Pine Siskin,Observed by Ranger,Native,Injured,0.75,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/27/2020 11:00:00 AM,10/27/2020 11:00:00 AM,Queens,Forest Park,Forest Park Drive and Myrtle Avenue,Virginia Opossum,Employee,Native,Healthy,0.25,Adult,Small Mammals-non RVS,,Advised/Educated others,1,true,false,,,false,false,
10/25/2020 02:00:00 PM,10/25/2020 02:15:00 PM,Manhattan,Central Park,"Behind north meadow Rec Center, Near Ballfield 5, in a tree",Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Monitored Animal,1,false,true,,,true,false,
10/26/2020 11:40:00 AM,10/26/2020 12:03:00 PM,Staten Island,Midland Playground,Playground,White-tailed Deer,Employee,Native,Healthy,1,Adult,Deer,,Unfounded,0,false,false,,,false,false,
10/25/2020 08:40:00 AM,10/25/2020 08:46:00 AM,Queens,Queens Botanical Garden,Behind Administration Trailers,Raccoon,Other,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,311-04388401,ACC,1,false,false,,,false,false,141636
10/25/2020 08:30:00 AM,10/25/2020 09:25:00 AM,Staten Island,Wolfe's Pond Park,Maintenance Office,House Sparrow,Employee,Native,Healthy,1.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/24/2020 02:30:00 PM,10/24/2020 02:30:00 PM,Staten Island,Brookfield Park,In gutters of East Mound,Snake (Unknown),Observed by Ranger,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,5,false,false,,,false,false,
10/24/2020 02:00:00 PM,10/24/2020 02:00:00 PM,Staten Island,Conference House Park,Parking lot,Virginia Opossum,Employee,Native,Healthy,1.5,Adult,Small Mammals-non RVS,311-04388267,Relocated/Condition Corrected,1,false,false,,,false,false,
10/24/2020 12:30:00 PM,10/24/2020 01:00:00 PM,Brooklyn,Prospect Park,"On park path, adjacent to intersection of Prospect Park Southwest and Terrace Blvd",Eastern Red Bat,Public,Native,Injured,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/23/2020 04:00:00 PM,10/23/2020 04:05:00 PM,Staten Island,Greenbelt Nature center,Greenbelt Nature center,Canada Goose,Employee,Native,Healthy,1.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/23/2020 04:00:00 PM,10/23/2020 04:15:00 PM,Brooklyn,Coney Island Beach &amp; Boardwalk,New York Aquarium,Double-Crested Cormorant,Central,Native,Injured,2.5,Adult,Birds,311-04377563,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/23/2020 12:30:00 PM,10/23/2020 12:30:00 PM,Staten Island,Blue Heron Park,Blue Heron Nature Center,Pine Siskin,Observed by Ranger,Native,Injured,0.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/23/2020 03:45:00 PM,10/23/2020 03:50:00 PM,Manhattan,Park Avenue Malls,East 97th St and Park Ave,Black-capped Chickadee,Public,Native,Injured,0.75,Juvenile,Birds,311-04378690,Rehabilitator,1,false,false,,,false,false,
10/23/2020 09:15:00 AM,10/23/2020 09:15:00 AM,Brooklyn,Marine Park,Salt Marsh Nature Center,Dog,Public,Domestic,Healthy,0.5,Adult,Domestic,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/22/2020 04:00:00 PM,10/22/2020 04:15:00 PM,Queens,Crocheron Park,Joe Michaels Mile,Mute Swan,Public,Invasive,Injured,2.25,Adult,Birds,311-04368437,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
10/22/2020 01:30:00 PM,10/22/2020 03:45:00 PM,Manhattan,Randall's Island Park,In front of Five Boro Garage,Raccoon,Employee,Native,Healthy,2,Adult,Small Mammals-RVS,0311-0436875,Monitored Animal,1,false,true,,2,false,false,
10/20/2020 05:30:00 PM,10/21/2020 02:35:00 PM,Manhattan,Central Park,West 100th Street Pool,Gadwall,Public,Native,N/A,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/20/2020 05:35:00 PM,10/20/2020 05:40:00 PM,Manhattan,Central Park,West 100th Street Pool,Gadwall,Public,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
10/21/2020 07:00:00 AM,10/21/2020 09:00:00 AM,Manhattan,Fort Tryon Park,Behind Anne Loftus Playground,Dog,Employee,Domestic,Healthy,2,Adult,Domestic,311-04355142,ACC,1,false,false,,,false,false,105558
10/21/2020 08:05:00 AM,10/21/2020 12:40:00 PM,Queens,Alley Pond Park,"Adventure Course parking lot, white trail",Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-04355728,ACC,1,false,false,,,false,false,141290
10/20/2020 01:00:00 PM,10/20/2020 01:00:00 PM,Brooklyn,Prospect Park,S/O Boathouse,Bird (Unknown),Central,Native,N/A,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/20/2020 02:25:00 PM,10/20/2020 02:25:00 PM,Queens,Alley Pond Park,By parking lot off Springfield Blvd and 76th Avenue,Raccoon,Public,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-04-34-7241,ACC,1,false,false,,,false,false,141188
10/20/2020 12:00:00 PM,10/20/2020 12:00:00 PM,Staten Island,Blue Heron Park,Blue Heron Nature Center,White-throated Sparrow,Observed by Ranger,Native,Injured,0.75,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/19/2020 11:30:00 AM,10/19/2020 12:00:00 PM,Brooklyn,Prospect Park,"40°39'29.1""N 73°57'56.5""W - Weeded edge of lake near Music Island",Raccoon,Public,Native,Unhealthy,2,Adult,Small Mammals-RVS,31104334064,ACC,1,false,false,,,false,false,105470
10/18/2020 02:00:00 PM,10/18/2020 02:30:00 PM,Brooklyn,Prospect Park,"40.653778,-73.968396 -Parkside ave and ocean ave entrance - Lake",Raccoon,Public,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-04324668,ACC,1,false,false,,,false,false,105393
10/18/2020 08:00:00 AM,10/18/2020 08:00:00 AM,Brooklyn,Brooklyn Bridge Park,Pier 1 Garden,Eastern Red Bat,Employee,Native,Injured,3,Adult,Small Mammals-RVS,,Rehabilitator,1,true,false,Wild Bird Fund,,false,false,
10/17/2020 12:00:00 PM,10/17/2020 01:00:00 PM,Manhattan,Central Park,East 96th and 5th Avenue,Bat (Unknown),Central,Native,N/A,0.45,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
10/16/2020 04:00:00 PM,10/17/2020 08:30:00 AM,Manhattan,Central Park,Pergola near Belvedere Castle,Tufted Titmouse,"Conservancies/""Friends of"" Groups",Native,DOA,1,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/16/2020 04:00:00 PM,10/17/2020 04:30:00 PM,Manhattan,Central Park,Pergola near Belvedere Castle,Tufted Titmouse,"Conservancies/""Friends of"" Groups",Native,Healthy,1.5,Adult,Birds,,Monitored Animal,1,false,true,,1,false,false,
08/28/2020 01:00:00 PM,08/28/2020 01:00:00 PM,Queens,Forest Park,Forest Park Visitor Center,Rock Dove,Public,Native,Injured,0.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/16/2020 09:00:00 AM,10/16/2020 09:30:00 AM,Brooklyn,McCarren Park,McCarren Park Comfort Station,Eastern Gray Squirrel,Public,Native,Injured,2,Adult,Small Mammals-non RVS,311-04303487,ACC,1,false,false,,,false,false,
10/15/2020 02:30:00 PM,10/15/2020 02:45:00 PM,Brooklyn,Highland Park,Jamaica Avenue and Cleveland Street,Peregrine Falcon,Employee,Native,Injured,1.75,Adult,Raptors,311-04296682,Rehabilitator,1,false,false,Bobby Horvath,,false,false,
10/15/2020 03:30:00 PM,10/15/2020 04:30:00 PM,Manhattan,Jackie Robinson Park,Bradhurst Ave and W 150th Street,Red-tailed Hawk,Public,Native,N/A,0.5,Juvenile,Raptors,,Unfounded,0,false,false,,,false,false,
10/15/2020 12:45:00 PM,10/15/2020 01:00:00 PM,Staten Island,Clove Lakes Park,In pond near Martling Ave,Mallard Duck,Public,Native,Injured,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/14/2020 01:00:00 PM,10/15/2020 10:15:00 AM,Manhattan,Randall's Island Park,Bird was last seen at the southern end of the Little Hellgate salt marsh yesterday (10/14/20),Double-crested Cormorant,Other,Native,Injured,1,Juvenile,Birds,,Unfounded,0,false,false,,,false,false,
10/14/2020 02:25:00 PM,10/14/2020 02:30:00 PM,Bronx,Mapes Pool,Inside empty pool,Cat,Central,Domestic,Healthy,1,Juvenile,Domestic,,Monitored Animal,1,false,false,,,false,false,
10/14/2020 01:25:00 PM,10/14/2020 01:30:00 PM,Bronx,Magenta Playground,Inside Playground,Cat,Central,Domestic,N/A,1,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
10/14/2020 01:00:00 PM,10/14/2020 02:00:00 PM,Manhattan,Randall's Island Park,Little Hell Gate Salt Marsh,Double-crested Cormorant,Other,Native,Injured,4,Juvenile,Birds,,Monitored Animal,1,false,false,,,false,false,
10/14/2020 09:50:00 AM,10/14/2020 10:00:00 AM,Manhattan,Central Park,Harlem Meer on Bird Island,Shorebird (Unknown),"Conservancies/""Friends of"" Groups",Native,Injured,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/13/2020 05:15:00 PM,10/13/2020 05:30:00 PM,Brooklyn,American Veterans Memorial Pier,Waste Treatment Plant,Peregrine Falcon,Other,Native,Injured,2.5,Adult,Raptors,311-04277525,Rehabilitator,1,false,false,Bobby Horvath,,false,false,
10/13/2020 01:30:00 PM,10/13/2020 02:25:00 PM,Staten Island,Clove Lakes Park,Martlings Pond,Domestic Duck,Employee,Domestic,N/A,1.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/12/2020 04:00:00 PM,10/12/2020 04:00:00 PM,Brooklyn,Bushwick Playground,Bushwick Pool,Eastern Gray Squirrel,Central,Native,N/A,0.5,Adult,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
10/11/2020 10:00:00 AM,10/11/2020 10:00:00 AM,Brooklyn,Sunset Park,5 Ave and 41 St,Canada Goose,Central,Native,Healthy,1.5,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/10/2020 01:00:00 PM,10/10/2020 03:00:00 PM,Manhattan,Columbus Park,Baxter Street,Red-tailed Hawk,Employee,Native,Unhealthy,4,Juvenile,Raptors,311-04246469,Rehabilitator,1,false,false,Bobby Horvath,,false,false,
10/10/2020 12:48:00 PM,10/10/2020 01:20:00 PM,Brooklyn,Brower Park,By Playground Area,Chicken,Central,Domestic,Healthy,2,Adult,Birds,311-04244040,ACC,1,false,false,,,false,false,104784
10/10/2020 03:00:00 PM,10/10/2020 03:30:00 PM,Staten Island,Clove Lakes Park,Bridle Path,Great Blue Heron,Employee,Native,N/A,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/09/2020 03:00:00 PM,10/09/2020 03:10:00 PM,Manhattan,Central Park,"E 66th street and Central Park Drive, in a field just north of the overpass. 40.769044, -73.970491",Red-tailed Hawk,Public,Native,Healthy,0.75,Juvenile,Raptors,,Advised/Educated others,1,false,false,,,false,false,
10/09/2020 09:45:00 AM,10/09/2020 10:45:00 AM,Staten Island,Midland Playground,Midland playground,Muskrat,Employee,Native,Healthy,1,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/09/2020 12:00:00 PM,10/09/2020 01:00:00 PM,Staten Island,Willowbrook Park,maintenance facility at entrance,Domestic Duck,Employee,Domestic,Healthy,1.75,Adult,Birds,311-04234286,ACC,4,false,false,,,false,false,
10/09/2020 08:55:00 AM,10/09/2020 09:12:00 AM,Manhattan,Central Park,"E 83rd street and Central Park Drive, at the middle entrance to the Great Lawn",Rock Dove,Central,Native,N/A,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/08/2020 08:30:00 AM,10/08/2020 09:30:00 AM,Manhattan,Central Park,59th Street Pond,Mallard Duck,Public,Native,N/A,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
10/07/2020 10:00:00 AM,10/07/2020 10:00:00 AM,Manhattan,Inwood Hill Park,Payson Nature Center Basement,Garter Snake,Employee,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/06/2020 04:45:00 PM,10/06/2020 05:00:00 PM,Manhattan,Riverside Park,West 74th and Riverside Dr,Eastern Gray Squirrel,Employee,Native,Unhealthy,1,Adult,Small Mammals-non RVS,n/a,Relocated/Condition Corrected,1,false,false,,,false,false,
10/03/2020 01:45:00 PM,10/03/2020 01:50:00 PM,Staten Island,Blue Heron Park,"near the Spring Pond bridge, GPS 40.529311, -74.176272",Raccoon,Public,Native,DOA,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
10/05/2020 03:05:00 PM,10/06/2020 10:12:00 AM,Staten Island,Reed's Basket Willow Swamp Park,Entrance of trail at Forest Road,Snake (Unknown),Employee,Exotic,N/A,1.75,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,true,,1.25,false,false,
10/06/2020 09:45:00 AM,10/06/2020 09:45:00 AM,Brooklyn,Marine Park,Green bridge to nature trail,Laughing Gull,Public,Native,Injured,0.25,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
10/05/2020 02:10:00 PM,10/05/2020 02:21:00 PM,Staten Island,High Rock Park,Yellow Trail,Wood Thrush,Employee,Native,Injured,2.25,Adult,Birds,311-04193719,ACC,1,false,false,,,false,false,104407
